season,baker,week,challenge,order_judged,placement,notes,sweet,week_id,order_judged_std,order_judged_prank,order_judged_quartile,order_judged_quartile_1,order_judged_quartile_2,order_judged_quartile_3,order_judged_quartile_4,order_judged_quartile_NA,placement_std,placement_prank,judged_first,judged_last,judged_middle,baker_id,bottom3,prue_years,week_out,week_out2
collection 3,tamal,5,pita bread,5,7,NA,0,collection 35,0.20412414523193154,0.5714285714285714,3,0,0,1,0,0,-0.7093691137674523,0.28712871287128716,0,0,1,tamal_collection 3,1,0,NA,0
collection 3,ugne,5,pita bread,3,6,NA,0,collection 35,-0.6123724356957946,0.2857142857142857,2,0,1,0,0,0,-0.3745424791975895,0.3795379537953796,0,0,0,ugne_collection 3,0,0,5,1
collection 3,alvin,6,flaounes,3,6,NA,0,collection 36,-0.4741564678161599,0.3333333333333333,2,0,1,0,0,0,-0.3745424791975895,0.3795379537953796,0,0,0,alvin_collection 3,1,0,6,1
collection 3,flora,6,flaounes,2,2,NA,0,collection 36,-0.8890433771552997,0.16666666666666666,1,1,0,0,0,0,0.9647640590818618,0.8679867986798679,0,0,0,flora_collection 3,0,0,9,0
collection 3,ian,6,flaounes,8,3,NA,0,collection 36,1.600278078879539,0.9999999999999999,4,0,0,0,1,0,0.629937424511999,0.7343234323432344,0,1,0,ian_collection 3,0,0,NA,0
collection 3,mat,6,flaounes,4,1,NA,0,collection 36,-0.059269558477020125,0.5,2,0,1,0,0,0,1.2995906936517247,1,0,0,1,mat_collection 3,0,0,7,0
collection 3,nadiya,6,flaounes,5,4,NA,0,collection 36,0.35561735086211965,0.6666666666666666,3,0,0,1,0,0,0.2951107899421362,0.6039603960396039,0,0,1,nadiya_collection 3,0,0,NA,0
collection 3,paul,6,flaounes,6,5,NA,0,collection 36,0.7705042602012594,0.8333333333333333,3,0,0,1,0,0,-0.03971584462772664,0.48679867986798675,0,0,0,paul_collection 3,0,0,8,0
collection 3,tamal,6,flaounes,1,7,NA,0,collection 36,-1.3039302864944395,0,1,1,0,0,0,0,-0.7093691137674523,0.28712871287128716,1,0,0,tamal_collection 3,1,0,NA,0
collection 3,flora,7,tennis cake,5,4,NA,1,collection 37,0.8017837257372732,0.8,3,0,0,1,0,0,0.2951107899421362,0.6039603960396039,0,0,0,flora_collection 3,0,0,9,0
collection 3,ian,7,tennis cake,6,5,NA,1,collection 37,1.3363062095621219,1,4,0,0,0,1,0,-0.03971584462772664,0.48679867986798675,0,1,0,ian_collection 3,1,0,NA,0
collection 3,mat,7,tennis cake,3,6,NA,1,collection 37,-0.2672612419124244,0.4,2,0,1,0,0,0,-0.3745424791975895,0.3795379537953796,0,0,1,mat_collection 3,1,0,7,1
collection 3,nadiya,7,tennis cake,2,1,NA,1,collection 37,-0.8017837257372732,0.2,1,1,0,0,0,0,1.2995906936517247,1,0,0,0,nadiya_collection 3,0,0,NA,0
collection 3,paul,7,tennis cake,1,2,NA,1,collection 37,-1.3363062095621219,0,1,1,0,0,0,0,0.9647640590818618,0.8679867986798679,1,0,0,paul_collection 3,0,0,8,0
collection 3,tamal,7,tennis cake,4,3,NA,1,collection 37,0.2672612419124244,0.6000000000000001,3,0,0,1,0,0,0.629937424511999,0.7343234323432344,0,0,1,tamal_collection 3,0,0,NA,0
collection 3,flora,8,mochatines,5,3,NA,1,collection 38,1.2649110640673518,1,4,0,0,0,1,0,0.629937424511999,0.7343234323432344,0,1,0,flora_collection 3,0,0,9,0
collection 3,ian,8,mochatines,1,2,NA,1,collection 38,-1.2649110640673518,0,1,1,0,0,0,0,0.9647640590818618,0.8679867986798679,1,0,0,ian_collection 3,0,0,NA,0
collection 3,nadiya,8,mochatines,2,1,NA,1,collection 38,-0.6324555320336759,0.25,1,1,0,0,0,0,1.2995906936517247,1,0,0,0,nadiya_collection 3,0,0,NA,0
collection 3,paul,8,mochatines,3,5,NA,1,collection 38,0,0.5,2,0,1,0,0,0,-0.03971584462772664,0.48679867986798675,0,0,1,paul_collection 3,1,0,8,1
collection 3,tamal,8,mochatines,4,4,NA,1,collection 38,0.6324555320336759,0.75,3,0,0,1,0,0,0.2951107899421362,0.6039603960396039,0,0,1,tamal_collection 3,0,0,NA,0
collection 3,flora,9,souffle,1,1,NA,1,collection 39,-1.161895003862225,0,1,1,0,0,0,0,1.2995906936517247,1,1,0,0,flora_collection 3,0,0,9,1
collection 3,ian,9,souffle,2,3,NA,1,collection 39,-0.3872983346207417,0.3333333333333333,2,0,1,0,0,0,0.629937424511999,0.7343234323432344,0,0,0,ian_collection 3,0,0,NA,0
collection 3,nadiya,9,souffle,3,4,NA,1,collection 39,0.3872983346207417,0.6666666666666666,3,0,0,1,0,0,0.2951107899421362,0.6039603960396039,0,0,1,nadiya_collection 3,1,0,NA,0
collection 3,tamal,9,souffle,4,2,NA,1,collection 39,1.161895003862225,1,4,0,0,0,1,0,0.9647640590818618,0.8679867986798679,0,1,0,tamal_collection 3,0,0,NA,0
collection 3,ian,10,mille-feuille,3,2,NA,1,collection 310,1,1,3,0,0,1,0,0,0.9647640590818618,0.8679867986798679,0,1,0,ian_collection 3,0,0,NA,0
collection 3,nadiya,10,mille-feuille,2,1,NA,1,collection 310,0,0.5,2,0,1,0,0,0,1.2995906936517247,1,0,0,1,nadiya_collection 3,0,0,NA,0
collection 3,tamal,10,mille-feuille,1,3,NA,1,collection 310,-1,0,1,1,0,0,0,0,0.629937424511999,0.7343234323432344,1,0,0,tamal_collection 3,1,0,NA,0
collection 4,andrew,1,jaffa cakes,9,12,NA,1,collection 41,0.6933752452815365,0.7272727272727274,3,0,0,1,0,0,-2.3835022866167663,0.018151815181518205,0,0,0,andrew_collection 4,1,0,NA,0
collection 4,benjamina,1,jaffa cakes,1,6,NA,1,collection 41,-1.52542553961938,0,1,1,0,0,0,0,-0.3745424791975895,0.3795379537953796,1,0,0,benjamina_collection 4,0,0,8,0
collection 4,candice,1,jaffa cakes,8,5,NA,1,collection 41,0.41602514716892186,0.6363636363636365,3,0,0,1,0,0,-0.03971584462772664,0.48679867986798675,0,0,1,candice_collection 4,0,0,NA,0
collection 4,jane,1,jaffa cakes,4,7,NA,1,collection 41,-0.6933752452815365,0.2727272727272727,2,0,1,0,0,0,-0.7093691137674523,0.28712871287128716,0,0,0,jane_collection 4,0,0,NA,0
collection 4,kate,1,jaffa cakes,6,4,NA,1,collection 41,-0.1386750490563073,0.4545454545454546,2,0,1,0,0,0,0.2951107899421362,0.6039603960396039,0,0,1,kate_collection 4,0,0,4,0
collection 4,lee,1,jaffa cakes,5,11,NA,1,collection 41,-0.41602514716892186,0.36363636363636365,2,0,1,0,0,0,-2.0486756520469034,0.04785478547854782,0,0,1,lee_collection 4,1,0,1,1
collection 4,louise,1,jaffa cakes,2,9,NA,1,collection 41,-1.2480754415067656,0.09090909090909091,1,1,0,0,0,0,-1.379022382907178,0.14356435643564358,0,0,0,louise_collection 4,1,0,2,0
collection 4,michael,1,jaffa cakes,3,3,NA,1,collection 41,-0.9707253433941511,0.18181818181818182,1,1,0,0,0,0,0.629937424511999,0.7343234323432344,0,0,0,michael_collection 4,0,0,3,0
collection 4,rav,1,jaffa cakes,10,8,NA,1,collection 41,0.9707253433941511,0.8181818181818183,4,0,0,0,1,0,-1.0441957483373152,0.20792079207920788,0,0,0,rav_collection 4,0,0,6,0
collection 4,selasi,1,jaffa cakes,12,1,NA,1,collection 41,1.52542553961938,1.0000000000000002,4,0,0,0,1,0,1.2995906936517247,1,0,1,0,selasi_collection 4,0,0,9,0
collection 4,tom,1,jaffa cakes,7,2,NA,1,collection 41,0.1386750490563073,0.5454545454545455,3,0,0,1,0,0,0.9647640590818618,0.8679867986798679,0,0,1,tom_collection 4,0,0,7,0
collection 4,val,1,jaffa cakes,11,10,NA,1,collection 41,1.2480754415067656,0.9090909090909093,4,0,0,0,1,0,-1.7138490174770407,0.08910891089108908,0,0,0,val_collection 4,1,0,5,0
collection 4,andrew,2,viennese whirls,4,4,NA,1,collection 42,-0.6030226891555273,0.30000000000000004,2,0,1,0,0,0,0.2951107899421362,0.6039603960396039,0,0,0,andrew_collection 4,0,0,NA,0
collection 4,benjamina,2,viennese whirls,5,3,NA,1,collection 42,-0.30151134457776363,0.4,2,0,1,0,0,0,0.629937424511999,0.7343234323432344,0,0,1,benjamina_collection 4,0,0,8,0
collection 4,candice,2,viennese whirls,2,8,NA,1,collection 42,-1.2060453783110545,0.1,1,1,0,0,0,0,-1.0441957483373152,0.20792079207920788,0,0,0,candice_collection 4,0,0,NA,0
collection 4,jane,2,viennese whirls,8,2,NA,1,collection 42,0.6030226891555273,0.7,3,0,0,1,0,0,0.9647640590818618,0.8679867986798679,0,0,1,jane_collection 4,0,0,NA,0
collection 4,kate,2,viennese whirls,6,1,NA,1,collection 42,0,0.5,2,0,1,0,0,0,1.2995906936517247,1,0,0,1,kate_collection 4,0,0,4,0
collection 4,louise,2,viennese whirls,3,10,NA,1,collection 42,-0.9045340337332909,0.2,1,1,0,0,0,0,-1.7138490174770407,0.08910891089108908,0,0,0,louise_collection 4,1,0,2,1
collection 4,michael,2,viennese whirls,7,9,NA,1,collection 42,0.30151134457776363,0.6,3,0,0,1,0,0,-1.379022382907178,0.14356435643564358,0,0,1,michael_collection 4,1,0,3,0
collection 4,rav,2,viennese whirls,11,6,NA,1,collection 42,1.507556722888818,0.9999999999999999,4,0,0,0,1,0,-0.3745424791975895,0.3795379537953796,0,1,0,rav_collection 4,0,0,6,0
collection 4,selasi,2,viennese whirls,9,11,NA,1,collection 42,0.9045340337332909,0.7999999999999999,3,0,0,1,0,0,-2.0486756520469034,0.04785478547854782,0,0,0,selasi_collection 4,1,0,9,0
collection 4,tom,2,viennese whirls,1,7,NA,1,collection 42,-1.507556722888818,0,1,1,0,0,0,0,-0.7093691137674523,0.28712871287128716,1,0,0,tom_collection 4,0,0,7,0
collection 4,val,2,viennese whirls,10,5,NA,1,collection 42,1.2060453783110545,0.8999999999999999,4,0,0,0,1,0,-0.03971584462772664,0.48679867986798675,0,0,0,val_collection 4,0,0,5,0
collection 4,andrew,3,dampfnudel,1,2,NA,1,collection 43,-1.4863010829205867,0,1,1,0,0,0,0,0.9647640590818618,0.8679867986798679,1,0,0,andrew_collection 4,0,0,NA,0
collection 4,benjamina,3,dampfnudel,6,6,NA,1,collection 43,0.1651445647689541,0.5555555555555556,3,0,0,1,0,0,-0.3745424791975895,0.3795379537953796,0,0,1,benjamina_collection 4,0,0,8,0
collection 4,candice,3,dampfnudel,7,3,NA,1,collection 43,0.49543369430686224,0.6666666666666667,3,0,0,1,0,0,0.629937424511999,0.7343234323432344,0,0,1,candice_collection 4,0,0,NA,0
collection 4,jane,3,dampfnudel,10,9,NA,1,collection 43,1.4863010829205867,1.0000000000000002,4,0,0,0,1,0,-1.379022382907178,0.14356435643564358,0,1,0,jane_collection 4,1,0,NA,0
collection 4,kate,3,dampfnudel,2,8,NA,1,collection 43,-1.1560119533826787,0.1111111111111111,1,1,0,0,0,0,-1.0441957483373152,0.20792079207920788,0,0,0,kate_collection 4,1,0,4,0
collection 4,michael,3,dampfnudel,9,7,NA,1,collection 43,1.1560119533826787,0.8888888888888891,4,0,0,0,1,0,-0.7093691137674523,0.28712871287128716,0,0,0,michael_collection 4,0,0,3,1
collection 4,rav,3,dampfnudel,4,10,NA,1,collection 43,-0.49543369430686224,0.3333333333333333,2,0,1,0,0,0,-1.7138490174770407,0.08910891089108908,0,0,0,rav_collection 4,1,0,6,0
collection 4,selasi,3,dampfnudel,8,5,NA,1,collection 43,0.8257228238447705,0.7777777777777779,3,0,0,1,0,0,-0.03971584462772664,0.48679867986798675,0,0,0,selasi_collection 4,0,0,9,0
collection 4,tom,3,dampfnudel,5,4,NA,1,collection 43,-0.1651445647689541,0.4444444444444444,2,0,1,0,0,0,0.2951107899421362,0.6039603960396039,0,0,1,tom_collection 4,0,0,7,0
collection 4,val,3,dampfnudel,3,1,NA,1,collection 43,-0.8257228238447705,0.2222222222222222,1,1,0,0,0,0,1.2995906936517247,1,0,0,0,val_collection 4,0,0,5,0
collection 4,andrew,4,lace pancakes,9,4,NA,1,collection 44,1.4605934866804429,1,4,0,0,0,1,0,0.2951107899421362,0.6039603960396039,0,1,0,andrew_collection 4,0,0,NA,0
collection 4,benjamina,4,lace pancakes,6,1,NA,1,collection 44,0.3651483716701107,0.625,3,0,0,1,0,0,1.2995906936517247,1,0,0,1,benjamina_collection 4,0,0,8,0
collection 4,candice,4,lace pancakes,7,2,NA,1,collection 44,0.7302967433402214,0.75,3,0,0,1,0,0,0.9647640590818618,0.8679867986798679,0,0,0,candice_collection 4,0,0,NA,0
collection 4,jane,4,lace pancakes,1,3,NA,1,collection 44,-1.4605934866804429,0,1,1,0,0,0,0,0.629937424511999,0.7343234323432344,1,0,0,jane_collection 4,0,0,NA,0
collection 4,kate,4,lace pancakes,3,7,NA,1,collection 44,-0.7302967433402214,0.25,1,1,0,0,0,0,-0.7093691137674523,0.28712871287128716,0,0,0,kate_collection 4,1,0,4,1
collection 4,rav,4,lace pancakes,4,9,NA,1,collection 44,-0.3651483716701107,0.375,2,0,1,0,0,0,-1.379022382907178,0.14356435643564358,0,0,1,rav_collection 4,1,0,6,0
collection 4,selasi,4,lace pancakes,2,8,NA,1,collection 44,-1.0954451150103321,0.125,1,1,0,0,0,0,-1.0441957483373152,0.20792079207920788,0,0,0,selasi_collection 4,1,0,9,0
collection 4,tom,4,lace pancakes,5,5,NA,1,collection 44,0,0.5,2,0,1,0,0,0,-0.03971584462772664,0.48679867986798675,0,0,1,tom_collection 4,0,0,7,0
collection 4,val,4,lace pancakes,8,6,NA,1,collection 44,1.0954451150103321,0.875,4,0,0,0,1,0,-0.3745424791975895,0.3795379537953796,0,0,0,val_collection 4,0,0,5,0
collection 4,andrew,5,bakewell tart,6,6,NA,1,collection 45,0.6123724356957946,0.7142857142857142,3,0,0,1,0,0,-0.3745424791975895,0.3795379537953796,0,0,1,andrew_collection 4,0,0,NA,0
collection 4,benjamina,5,bakewell tart,7,5,NA,1,collection 45,1.0206207261596576,0.857142857142857,4,0,0,0,1,0,-0.03971584462772664,0.48679867986798675,0,0,0,benjamina_collection 4,0,0,8,0
collection 4,candice,5,bakewell tart,2,2,NA,1,collection 45,-1.0206207261596576,0.14285714285714285,1,1,0,0,0,0,0.9647640590818618,0.8679867986798679,0,0,0,candice_collection 4,0,0,NA,0
collection 4,jane,5,bakewell tart,1,1,NA,1,collection 45,-1.4288690166235207,0,1,1,0,0,0,0,1.2995906936517247,1,1,0,0,jane_collection 4,0,0,NA,0
collection 4,rav,5,bakewell tart,4,8,NA,1,collection 45,-0.20412414523193154,0.42857142857142855,2,0,1,0,0,0,-1.0441957483373152,0.20792079207920788,0,0,1,rav_collection 4,1,0,6,0
collection 4,selasi,5,bakewell tart,3,3,NA,1,collection 45,-0.6123724356957946,0.2857142857142857,2,0,1,0,0,0,0.629937424511999,0.7343234323432344,0,0,0,selasi_collection 4,0,0,9,0
collection 4,tom,5,bakewell tart,5,4,NA,1,collection 45,0.20412414523193154,0.5714285714285714,3,0,0,1,0,0,0.2951107899421362,0.6039603960396039,0,0,1,tom_collection 4,0,0,7,0
collection 4,val,5,bakewell tart,8,7,NA,1,collection 45,1.4288690166235207,0.9999999999999998,4,0,0,0,1,0,-0.7093691137674523,0.28712871287128716,0,1,0,val_collection 4,1,0,5,1
collection 4,andrew,6,fougasse,8,6,NA,0,collection 46,1.4489233526959173,0.9999999999999999,4,0,0,0,1,0,-0.3745424791975895,0.3795379537953796,0,1,0,andrew_collection 4,1,0,NA,0
collection 4,benjamina,6,fougasse,2,2,NA,0,collection 46,-0.8916451401205644,0.16666666666666666,1,1,0,0,0,0,0.9647640590818618,0.8679867986798679,0,0,0,benjamina_collection 4,0,0,8,0
collection 4,candice,6,fougasse,5,5,NA,0,collection 46,0.27863910628767646,0.6666666666666666,3,0,0,1,0,0,-0.03971584462772664,0.48679867986798675,0,0,1,candice_collection 4,0,0,NA,0
collection 4,jane,6,fougasse,3,4,NA,0,collection 46,-0.5015503913178174,0.3333333333333333,2,0,1,0,0,0,0.2951107899421362,0.6039603960396039,0,0,0,jane_collection 4,0,0,NA,0
collection 4,rav,6,fougasse,1,3,NA,0,collection 46,-1.2817398889233114,0,1,1,0,0,0,0,0.629937424511999,0.7343234323432344,1,0,0,rav_collection 4,0,0,6,1
collection 4,selasi,6,fougasse,4,7,NA,0,collection 46,-0.11145564251507051,0.5,2,0,1,0,0,0,-0.7093691137674523,0.28712871287128716,0,0,1,selasi_collection 4,1,0,9,0
collection 4,tom,6,fougasse,7,1,NA,0,collection 46,1.0588286038931702,0.8333333333333333,3,0,0,1,0,0,1.2995906936517247,1,0,0,0,tom_collection 4,0,0,7,0
collection 4,andrew,7,dacquoise,2,1,NA,1,collection 47,-0.8017837257372732,0.2,1,1,0,0,0,0,1.2995906936517247,1,0,0,0,andrew_collection 4,0,0,NA,0
collection 4,benjamina,7,dacquoise,4,3,NA,1,collection 47,0.2672612419124244,0.6000000000000001,3,0,0,1,0,0,0.629937424511999,0.7343234323432344,0,0,1,benjamina_collection 4,0,0,8,0
collection 4,candice,7,dacquoise,6,2,NA,1,collection 47,1.3363062095621219,1,4,0,0,0,1,0,0.9647640590818618,0.8679867986798679,0,1,0,candice_collection 4,0,0,NA,0
collection 4,jane,7,dacquoise,3,4,NA,1,collection 47,-0.2672612419124244,0.4,2,0,1,0,0,0,0.2951107899421362,0.6039603960396039,0,0,1,jane_collection 4,0,0,NA,0
collection 4,selasi,7,dacquoise,1,6,NA,1,collection 47,-1.3363062095621219,0,1,1,0,0,0,0,-0.3745424791975895,0.3795379537953796,1,0,0,selasi_collection 4,1,0,9,0
collection 4,tom,7,dacquoise,5,5,NA,1,collection 47,0.8017837257372732,0.8,3,0,0,1,0,0,-0.03971584462772664,0.48679867986798675,0,0,0,tom_collection 4,1,0,7,1
collection 4,andrew,8,jumbles,1,2,NA,0,collection 48,-1.2649110640673518,0,1,1,0,0,0,0,0.9647640590818618,0.8679867986798679,1,0,0,andrew_collection 4,0,0,NA,0
collection 4,benjamina,8,jumbles,2,4,NA,0,collection 48,-0.6324555320336759,0.25,1,1,0,0,0,0,0.2951107899421362,0.6039603960396039,0,0,0,benjamina_collection 4,0,0,8,1
collection 4,candice,8,jumbles,3,1,NA,0,collection 48,0,0.5,2,0,1,0,0,0,1.2995906936517247,1,0,0,1,candice_collection 4,0,0,NA,0
collection 4,jane,8,jumbles,5,5,NA,0,collection 48,1.2649110640673518,1,4,0,0,0,1,0,-0.03971584462772664,0.48679867986798675,0,1,0,jane_collection 4,1,0,NA,0
collection 4,selasi,8,jumbles,4,3,NA,0,collection 48,0.6324555320336759,0.75,3,0,0,1,0,0,0.629937424511999,0.7343234323432344,0,0,1,selasi_collection 4,0,0,9,0
collection 4,andrew,9,savarin,2,2,NA,1,collection 49,-0.3872983346207417,0.3333333333333333,2,0,1,0,0,0,0.9647640590818618,0.8679867986798679,0,0,0,andrew_collection 4,0,0,NA,0
collection 4,candice,9,savarin,1,3,NA,1,collection 49,-1.161895003862225,0,1,1,0,0,0,0,0.629937424511999,0.7343234323432344,1,0,0,candice_collection 4,0,0,NA,0
collection 4,jane,9,savarin,4,1,NA,1,collection 49,1.161895003862225,1,4,0,0,0,1,0,1.2995906936517247,1,0,1,0,jane_collection 4,0,0,NA,0
collection 4,selasi,9,savarin,3,4,NA,1,collection 49,0.3872983346207417,0.6666666666666666,3,0,0,1,0,0,0.2951107899421362,0.6039603960396039,0,0,1,selasi_collection 4,1,0,9,1
collection 4,andrew,10,victoria sandwich,2,1,NA,1,collection 410,0,0.5,2,0,1,0,0,0,1.2995906936517247,1,0,0,1,andrew_collection 4,0,0,NA,0
collection 4,candice,10,victoria sandwich,1,2,NA,1,collection 410,-1,0,1,1,0,0,0,0,0.9647640590818618,0.8679867986798679,1,0,0,candice_collection 4,0,0,NA,0
collection 4,jane,10,victoria sandwich,3,3,NA,1,collection 410,1,1,3,0,0,1,0,0,0.629937424511999,0.7343234323432344,0,1,0,jane_collection 4,1,0,NA,0
collection 5,yan,1,chocolate mini rolls,1,4,NA,1,collection 51,-1.52542553961938,0,1,1,0,0,0,0,0.2951107899421362,0.6039603960396039,1,0,0,yan_collection 5,0,1,7,0
collection 5,julia,1,chocolate mini rolls,2,3,NA,1,collection 51,-1.2480754415067656,0.09090909090909091,1,1,0,0,0,0,0.629937424511999,0.7343234323432344,0,0,0,julia_collection 5,0,1,6,0
collection 5,flo,1,chocolate mini rolls,3,9,NA,1,collection 51,-0.9707253433941511,0.18181818181818182,1,1,0,0,0,0,-1.379022382907178,0.14356435643564358,0,0,0,flo_collection 5,1,1,3,0
collection 5,stacey,1,chocolate mini rolls,4,11,NA,1,collection 51,-0.6933752452815365,0.2727272727272727,2,0,1,0,0,0,-2.0486756520469034,0.04785478547854782,0,0,0,stacey_collection 5,1,1,9,0
collection 5,peter,1,chocolate mini rolls,5,10,NA,1,collection 51,-0.41602514716892186,0.36363636363636365,2,0,1,0,0,0,-1.7138490174770407,0.08910891089108908,0,0,1,peter_collection 5,1,1,1,1
collection 5,kate,1,chocolate mini rolls,6,1,NA,1,collection 51,-0.1386750490563073,0.4545454545454546,2,0,1,0,0,0,1.2995906936517247,1,0,0,1,kate_collection 5,0,1,NA,0
collection 5,liam,1,chocolate mini rolls,7,8,NA,1,collection 51,0.1386750490563073,0.5454545454545455,3,0,0,1,0,0,-1.0441957483373152,0.20792079207920788,0,0,1,liam_collection 5,0,1,8,0
collection 5,tom,1,chocolate mini rolls,8,7,NA,1,collection 51,0.41602514716892186,0.6363636363636365,3,0,0,1,0,0,-0.7093691137674523,0.28712871287128716,0,0,1,tom_collection 5,0,1,4,0
collection 5,chris,1,chocolate mini rolls,9,12,NA,1,collection 51,0.6933752452815365,0.7272727272727274,3,0,0,1,0,0,-2.3835022866167663,0.018151815181518205,0,0,0,chris_collection 5,1,1,2,0
collection 5,james,1,chocolate mini rolls,10,2,NA,1,collection 51,0.9707253433941511,0.8181818181818183,4,0,0,0,1,0,0.9647640590818618,0.8679867986798679,0,0,0,james_collection 5,0,1,5,0
collection 5,sophie,1,chocolate mini rolls,11,5,NA,1,collection 51,1.2480754415067656,0.9090909090909093,4,0,0,0,1,0,-0.03971584462772664,0.48679867986798675,0,0,0,sophie_collection 5,0,1,NA,0
collection 5,steven,1,chocolate mini rolls,12,6,NA,1,collection 51,1.52542553961938,1.0000000000000002,4,0,0,0,1,0,-0.3745424791975895,0.3795379537953796,0,1,0,steven_collection 5,0,1,NA,0
collection 5,julia,2,fortune cookies,1,4,NA,1,collection 52,-1.507556722888818,0,1,1,0,0,0,0,0.2951107899421362,0.6039603960396039,1,0,0,julia_collection 5,0,1,6,0
collection 5,steven,2,fortune cookies,2,6,NA,1,collection 52,-1.2060453783110545,0.1,1,1,0,0,0,0,-0.3745424791975895,0.3795379537953796,0,0,0,steven_collection 5,0,1,NA,0
collection 5,kate,2,fortune cookies,3,8,NA,1,collection 52,-0.9045340337332909,0.2,1,1,0,0,0,0,-1.0441957483373152,0.20792079207920788,0,0,0,kate_collection 5,0,1,NA,0
collection 5,chris,2,fortune cookies,4,11,NA,1,collection 52,-0.6030226891555273,0.30000000000000004,2,0,1,0,0,0,-2.0486756520469034,0.04785478547854782,0,0,0,chris_collection 5,1,1,2,1
collection 5,tom,2,fortune cookies,5,5,NA,1,collection 52,-0.30151134457776363,0.4,2,0,1,0,0,0,-0.03971584462772664,0.48679867986798675,0,0,1,tom_collection 5,0,1,4,0
collection 5,stacey,2,fortune cookies,6,2,NA,1,collection 52,0,0.5,2,0,1,0,0,0,0.9647640590818618,0.8679867986798679,0,0,1,stacey_collection 5,0,1,9,0
collection 5,james,2,fortune cookies,7,3,NA,1,collection 52,0.30151134457776363,0.6,3,0,0,1,0,0,0.629937424511999,0.7343234323432344,0,0,1,james_collection 5,0,1,5,0
collection 5,sophie,2,fortune cookies,8,9,NA,1,collection 52,0.6030226891555273,0.7,3,0,0,1,0,0,-1.379022382907178,0.14356435643564358,0,0,1,sophie_collection 5,1,1,NA,0
collection 5,liam,2,fortune cookies,9,7,NA,1,collection 52,0.9045340337332909,0.7999999999999999,3,0,0,1,0,0,-0.7093691137674523,0.28712871287128716,0,0,0,liam_collection 5,0,1,8,0
collection 5,flo,2,fortune cookies,10,10,NA,1,collection 52,1.2060453783110545,0.8999999999999999,4,0,0,0,1,0,-1.7138490174770407,0.08910891089108908,0,0,0,flo_collection 5,1,1,3,0
collection 5,yan,2,fortune cookies,11,1,NA,1,collection 52,1.507556722888818,0.9999999999999999,4,0,0,0,1,0,1.2995906936517247,1,0,1,0,yan_collection 5,0,1,7,0
collection 5,julia,3,cottage loaf,1,2,NA,0,collection 53,-1.4863010829205867,0,1,1,0,0,0,0,0.9647640590818618,0.8679867986798679,1,0,0,julia_collection 5,0,1,6,0
collection 5,stacey,3,cottage loaf,2,1,NA,0,collection 53,-1.1560119533826787,0.1111111111111111,1,1,0,0,0,0,1.2995906936517247,1,0,0,0,stacey_collection 5,0,1,9,0
collection 5,flo,3,cottage loaf,3,7,NA,0,collection 53,-0.8257228238447705,0.2222222222222222,1,1,0,0,0,0,-0.7093691137674523,0.28712871287128716,0,0,0,flo_collection 5,0,1,3,1
collection 5,tom,3,cottage loaf,4,4,NA,0,collection 53,-0.49543369430686224,0.3333333333333333,2,0,1,0,0,0,0.2951107899421362,0.6039603960396039,0,0,0,tom_collection 5,0,1,4,0
collection 5,liam,3,cottage loaf,5,5,NA,0,collection 53,-0.1651445647689541,0.4444444444444444,2,0,1,0,0,0,-0.03971584462772664,0.48679867986798675,0,0,1,liam_collection 5,0,1,8,0
collection 5,kate,3,cottage loaf,6,10,NA,0,collection 53,0.1651445647689541,0.5555555555555556,3,0,0,1,0,0,-1.7138490174770407,0.08910891089108908,0,0,1,kate_collection 5,1,1,NA,0
collection 5,sophie,3,cottage loaf,7,6,NA,0,collection 53,0.49543369430686224,0.6666666666666667,3,0,0,1,0,0,-0.3745424791975895,0.3795379537953796,0,0,1,sophie_collection 5,0,1,NA,0
collection 5,james,3,cottage loaf,8,9,NA,0,collection 53,0.8257228238447705,0.7777777777777779,3,0,0,1,0,0,-1.379022382907178,0.14356435643564358,0,0,0,james_collection 5,1,1,5,0
collection 5,steven,3,cottage loaf,9,3,NA,0,collection 53,1.1560119533826787,0.8888888888888891,4,0,0,0,1,0,0.629937424511999,0.7343234323432344,0,0,0,steven_collection 5,0,1,NA,0
collection 5,yan,3,cottage loaf,10,8,NA,0,collection 53,1.4863010829205867,1.0000000000000002,4,0,0,0,1,0,-1.0441957483373152,0.20792079207920788,0,1,0,yan_collection 5,1,1,7,0
collection 5,sophie,4,stroopwaffles,1,4,NA,1,collection 54,-1.4605934866804429,0,1,1,0,0,0,0,0.2951107899421362,0.6039603960396039,1,0,0,sophie_collection 5,0,1,NA,0
collection 5,james,4,stroopwaffles,2,2,NA,1,collection 54,-1.0954451150103321,0.125,1,1,0,0,0,0,0.9647640590818618,0.8679867986798679,0,0,0,james_collection 5,0,1,5,0
collection 5,yan,4,stroopwaffles,3,8,NA,1,collection 54,-0.7302967433402214,0.25,1,1,0,0,0,0,-1.0441957483373152,0.20792079207920788,0,0,0,yan_collection 5,1,1,7,0
collection 5,liam,4,stroopwaffles,4,3,NA,1,collection 54,-0.3651483716701107,0.375,2,0,1,0,0,0,0.629937424511999,0.7343234323432344,0,0,1,liam_collection 5,0,1,8,0
collection 5,steven,4,stroopwaffles,5,7,NA,1,collection 54,0,0.5,2,0,1,0,0,0,-0.7093691137674523,0.28712871287128716,0,0,1,steven_collection 5,1,1,NA,0
